"","PC1","PC2","var"
"301.14139",0.00719149342296737,-0.000121549534741165,"301.14139"
"302.06909",0.00877117712933313,0.00427994648186966,"302.06909"
"302.10738",0.00850502706621173,-0.0175740701892136,"302.10738"
"303.04699",0.0124515504858965,-0.0296492533699516,"303.04699"
"303.16339",0.0301144629630008,0.00735516896428893,"303.16339"
"304.06572",0.00839837171417281,-0.0345022740444463,"304.06572"
"304.90247",0.00528845361657533,-0.00579877606506789,"304.90247"
"305.07641",0.00244406737234112,-0.0417616373503706,"305.07641"
"305.18356",0.0212464539878185,-0.0028955705328673,"305.18356"
"305.25031",0.101464383561639,0.0636566065551529,"305.25031"
"306.07851",0.0364303243192786,-0.16036309623956,"306.07851"
"306.18350",0.00633817719235731,0.0410101944806013,"306.18350"
"306.94190",0.0130098409541236,-0.0385862053224151,"306.94190"
"307.11949",0.00978518967812394,-0.0671579557830463,"307.11949"
"307.16008",0.00748576290255485,-0.0143431583094785,"307.16008"
"307.19218",0.032368672425435,0.0117881867637579,"307.19218"
"307.26606",0.0846350789905327,0.0480683585448591,"307.26606"
"308.19192",0.0166494222227094,-0.00392805564713285,"308.19192"
"309.08585",0.0057343452414965,-0.0335443607714663,"309.08585"
"309.13754",0.0150885863054706,-0.000540935413396136,"309.13754"
"309.17739",0.00711928263568615,-0.000496958554646623,"309.17739"
"309.21355",0.0503190262761344,0.0172206353037797,"309.21355"
"309.28412",0.0702542994410035,0.0205103309536857,"309.28412"
"310.04458",0.0257182780012947,-0.0293911518894397,"310.04458"
"310.11460",0.00719896098144257,-0.0163376215329068,"310.11460"
"310.15448",0.0120597219938486,-0.0448459490779046,"310.15448"
"310.21628",0.0298644320269029,0.0254736089567358,"310.21628"
